"WO","District","LeadTech","Service","Rush","ReqDate","WorkDate","Techs","WtyLbr","WtyParts"," LbrHrs "," PartsCost ","Payment"," Wait ","LbrRate"," LbrCost "," LbrFee "," PartsFee "," TotalCost "," TotalFee ","ReqDay","WorkDay","ROW_NUMBER","FILE_NAME","FILE_DATE"
"A00599","Central","Burton","Deliver","","13-Apr-21","29-Apr-21",1,"Yes","Yes",0.25," 25.00 ","Warranty"," 16 ",80," 20.00 "," -   "," -   "," 45.00 "," -   ","Tue","Thu",500,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00600","North","Ling","Assess","","13-Apr-21","29-Apr-21",2,"","",0.25," 175.00 ","Account"," 16 ",140," 35.00 "," 35.00 "," 175.00 "," 210.00 "," 210.00 ","Tue","Thu",501,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00601","South","Lopez","Assess","","13-Apr-21","04-May-21",1,"","",0.25," 6.94 ","Account"," 21 ",80," 20.00 "," 20.00 "," 6.94 "," 26.94 "," 26.94 ","Tue","Tue",502,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00602","South","Burton","Install","","13-Apr-21","12-May-21",3,"","",3.25," 640.42 ","C.O.D."," 29 ",195," 633.75 "," 633.75 "," 640.42 "," 1,274.17 "," 1,274.17 ","Tue","Wed",503,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00603","Southeast","Khan","Assess","","13-Apr-21","13-May-21",1,"","",0.25," 86.28 ","Account"," 30 ",80," 20.00 "," 20.00 "," 86.28 "," 106.28 "," 106.28 ","Tue","Thu",504,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00604","Northwest","Cartier","Assess","","13-Apr-21","21-May-21",1,"","Yes",0.25," 103.18 ","C.O.D."," 38 ",80," 20.00 "," 20.00 "," -   "," 123.18 "," 20.00 ","Tue","Fri",505,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00605","East","Ling","Repair","","13-Apr-21","17-May-21",2,"","",1.0," 464.40 ","Credit"," 34 ",140," 140.00 "," 140.00 "," 464.40 "," 604.40 "," 604.40 ","Tue","Mon",506,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00606","Central","Cartier","Assess","","13-Apr-21","15-Jun-21",1,"","",1.0," 406.66 ","C.O.D."," 63 ",80," 80.00 "," 80.00 "," 406.66 "," 486.66 "," 486.66 ","Tue","Tue",507,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00607","Northwest","Cartier","Replace","","14-Apr-21","23-Apr-21",1,"","",0.5," 21.33 ","Account"," 9 ",80," 40.00 "," 40.00 "," 21.33 "," 61.33 "," 61.33 ","Wed","Fri",508,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00608","West","Khan","Repair","","14-Apr-21","26-Apr-21",1,"","",1.5," 15.15 ","Account"," 12 ",80," 120.00 "," 120.00 "," 15.15 "," 135.15 "," 135.15 ","Wed","Mon",509,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00609","Southeast","Khan","Assess","Yes","14-Apr-21","27-Apr-21",1,"","Yes",0.25," 96.05 ","C.O.D."," 13 ",80," 20.00 "," 20.00 "," -   "," 116.05 "," 20.00 ","Wed","Tue",510,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00610","Northwest","Khan","Deliver","Yes","14-Apr-21","27-Apr-21",1,"","",0.25," 127.40 ","C.O.D."," 13 ",80," 20.00 "," 20.00 "," 127.40 "," 147.40 "," 147.40 ","Wed","Tue",511,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00611","South","Lopez","Replace","","14-Apr-21","05-May-21",1,"","",0.5," 95.47 ","P.O."," 21 ",80," 40.00 "," 40.00 "," 95.47 "," 135.47 "," 135.47 ","Wed","Wed",512,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00612","Central","Cartier","Assess","Yes","14-Apr-21","05-May-21",1,"","",0.25," 55.65 ","Account"," 21 ",80," 20.00 "," 20.00 "," 55.65 "," 75.65 "," 75.65 ","Wed","Wed",513,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00613","West","Khan","Assess","Yes","14-Apr-21","06-May-21",1,"","Yes",0.5," 22.30 ","C.O.D."," 22 ",80," 40.00 "," 40.00 "," -   "," 62.30 "," 40.00 ","Wed","Thu",514,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00614","Northwest","Khan","Assess","","14-Apr-21","12-May-21",1,"","",0.5," 148.10 ","Account"," 28 ",80," 40.00 "," 40.00 "," 148.10 "," 188.10 "," 188.10 ","Wed","Wed",515,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00615","South","Burton","Deliver","","14-Apr-21","17-May-21",1,"","",0.25," 18.00 ","P.O."," 33 ",80," 20.00 "," 20.00 "," 18.00 "," 38.00 "," 38.00 ","Wed","Mon",516,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00616","Northwest","Cartier","Assess","Yes","14-Apr-21","17-May-21",1,"","Yes",0.25," 54.18 ","C.O.D."," 33 ",80," 20.00 "," 20.00 "," -   "," 74.18 "," 20.00 ","Wed","Mon",517,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00617","West","Khan","Replace","","14-Apr-21","31-May-21",2,"","",0.75," 197.94 ","C.O.D."," 47 ",140," 105.00 "," 105.00 "," 197.94 "," 302.94 "," 302.94 ","Wed","Mon",518,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00618","Southeast","Burton","Deliver","","14-Apr-21","17-Jun-21",1,"Yes","Yes",0.25," 111.91 ","Warranty"," 64 ",80," 20.00 "," -   "," -   "," 131.91 "," -   ","Wed","Thu",519,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00619","North","Ling","Deliver","","15-Apr-21","29-Apr-21",1,"","",0.25," 118.07 ","Account"," 14 ",80," 20.00 "," 20.00 "," 118.07 "," 138.07 "," 138.07 ","Thu","Thu",520,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00620","South","Lopez","Replace","","15-Apr-21","27-Apr-21",1,"","",0.5," 48.75 ","Account"," 12 ",80," 40.00 "," 40.00 "," 48.75 "," 88.75 "," 88.75 ","Thu","Tue",521,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00621","North","Ling","Assess","","15-Apr-21","27-Apr-21",1,"Yes","Yes",0.25," 144.00 ","Warranty"," 12 ",80," 20.00 "," -   "," -   "," 164.00 "," -   ","Thu","Tue",522,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00622","Southeast","Khan","Deliver","","15-Apr-21","06-May-21",1,"","Yes",0.25," 50.60 ","C.O.D."," 21 ",80," 20.00 "," 20.00 "," -   "," 70.60 "," 20.00 ","Thu","Thu",523,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00623","Northwest","Burton","Deliver","","15-Apr-21","07-May-21",1,"Yes","Yes",0.25," 90.28 ","Warranty"," 22 ",80," 20.00 "," -   "," -   "," 110.28 "," -   ","Thu","Fri",524,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00624","Central","Cartier","Replace","Yes","15-Apr-21","06-May-21",1,"","",0.5," 25.00 ","C.O.D."," 21 ",80," 40.00 "," 40.00 "," 25.00 "," 65.00 "," 65.00 ","Thu","Thu",525,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00625","Southeast","Burton","Deliver","","15-Apr-21","15-May-21",1,"","",0.25," 34.08 ","P.O."," 30 ",80," 20.00 "," 20.00 "," 34.08 "," 54.08 "," 54.08 ","Thu","Sat",526,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00626","Northwest","Cartier","Assess","","15-Apr-21","17-May-21",1,"","",0.25," 146.76 ","P.O."," 32 ",80," 20.00 "," 20.00 "," 146.76 "," 166.76 "," 166.76 ","Thu","Mon",527,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00627","Northwest","Cartier","Install","","15-Apr-21","20-May-21",1,"Yes","Yes",1.25," 221.43 ","Warranty"," 35 ",80," 100.00 "," -   "," -   "," 321.43 "," -   ","Thu","Thu",528,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00628","Northwest","Cartier","Assess","","15-Apr-21","26-May-21",1,"","Yes",1.0," 137.20 ","C.O.D."," 41 ",80," 80.00 "," 80.00 "," -   "," 217.20 "," 80.00 ","Thu","Wed",529,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00629","Central","Khan","Install","Yes","15-Apr-21","14-Jun-21",1,"","",2.5," 69.03 ","C.O.D."," 60 ",80," 200.00 "," 200.00 "," 69.03 "," 269.03 "," 269.03 ","Thu","Mon",530,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00630","Northeast","Ling","Assess","","15-Apr-21","17-Jun-21",2,"","",0.25," 54.00 ","Credit"," 63 ",140," 35.00 "," 35.00 "," 54.00 "," 89.00 "," 89.00 ","Thu","Thu",531,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00631","Southeast","Khan","Deliver","","17-Apr-21","08-May-21",1,"","Yes",0.25," 75.18 ","C.O.D."," 21 ",80," 20.00 "," 20.00 "," -   "," 95.18 "," 20.00 ","Sat","Sat",532,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00632","North","Ling","Assess","Yes","17-Apr-21","10-May-21",2,"","",0.75," 262.11 ","Account"," 23 ",140," 105.00 "," 105.00 "," 262.11 "," 367.11 "," 367.11 ","Sat","Mon",533,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00633","Northeast","Ling","Deliver","","19-Apr-21","01-May-21",1,"","",0.25," 61.26 ","C.O.D."," 12 ",80," 20.00 "," 20.00 "," 61.26 "," 81.26 "," 81.26 ","Mon","Sat",534,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00634","Southeast","Cartier","Repair","","19-Apr-21","01-May-21",1,"","Yes",1.0," 197.58 ","C.O.D."," 12 ",80," 80.00 "," 80.00 "," -   "," 277.58 "," 80.00 ","Mon","Sat",535,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00635","North","Ling","Deliver","","19-Apr-21","27-Apr-21",2,"","",0.25," 158.95 ","Account"," 8 ",140," 35.00 "," 35.00 "," 158.95 "," 193.95 "," 193.95 ","Mon","Tue",536,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00636","South","Lopez","Replace","","19-Apr-21","28-Apr-21",1,"","",0.75," 15.43 ","Account"," 9 ",80," 60.00 "," 60.00 "," 15.43 "," 75.43 "," 75.43 ","Mon","Wed",537,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00637","Central","Cartier","Deliver","Yes","19-Apr-21","06-May-21",1,"","",0.25," 72.35 ","C.O.D."," 17 ",80," 20.00 "," 20.00 "," 72.35 "," 92.35 "," 92.35 ","Mon","Thu",538,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00638","Northwest","Khan","Replace","","19-Apr-21","12-May-21",1,"","",0.5," 7.31 ","C.O.D."," 23 ",80," 40.00 "," 40.00 "," 7.31 "," 47.31 "," 47.31 ","Mon","Wed",539,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00639","Central","Khan","Deliver","","19-Apr-21","21-May-21",1,"","",0.25," 120.00 ","C.O.D."," 32 ",80," 20.00 "," 20.00 "," 120.00 "," 140.00 "," 140.00 ","Mon","Fri",540,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00640","Southeast","Burton","Assess","","19-Apr-21","17-May-21",2,"","",0.5," 173.30 ","C.O.D."," 28 ",140," 70.00 "," 70.00 "," 173.30 "," 243.30 "," 243.30 ","Mon","Mon",541,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00641","North","Ling","Assess","","19-Apr-21","25-May-21",1,"","",0.25," 24.63 ","C.O.D."," 36 ",80," 20.00 "," 20.00 "," 24.63 "," 44.63 "," 44.63 ","Mon","Tue",542,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00642","Southwest","Ling","Install","Yes","19-Apr-21","07-Jun-21",2,"","Yes",7.5," 1,514.78 ","C.O.D."," 49 ",140," 1,050.00 "," 1,050.00 "," -   "," 2,564.78 "," 1,050.00 ","Mon","Mon",543,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00643","North","Ling","Replace","","19-Apr-21","30-Jun-21",2,"","",0.75," 106.65 ","C.O.D."," 72 ",140," 105.00 "," 105.00 "," 106.65 "," 211.65 "," 211.65 ","Mon","Wed",544,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00644","Southeast","Cartier","Repair","","19-Apr-21","",2,"","",""," 427.83 ","C.O.D.","  ",140," -   "," -   "," 427.83 "," 427.83 "," 427.83 ","Mon","Sat",545,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00645","Northwest","Khan","Assess","","20-Apr-21","11-May-21",1,"","",0.25," 84.70 ","C.O.D."," 21 ",80," 20.00 "," 20.00 "," 84.70 "," 104.70 "," 104.70 ","Tue","Tue",546,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00646","Southeast","Burton","Assess","","20-Apr-21","10-May-21",1,"","",0.25," 106.54 ","C.O.D."," 20 ",80," 20.00 "," 20.00 "," 106.54 "," 126.54 "," 126.54 ","Tue","Mon",547,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00647","Central","Khan","Deliver","","20-Apr-21","13-May-21",1,"","",0.25," 108.69 ","C.O.D."," 23 ",80," 20.00 "," 20.00 "," 108.69 "," 128.69 "," 128.69 ","Tue","Thu",548,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00648","Central","Khan","Replace","","20-Apr-21","22-May-21",1,"","",1.25," 405.55 ","C.O.D."," 32 ",80," 100.00 "," 100.00 "," 405.55 "," 505.55 "," 505.55 ","Tue","Sat",549,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00649","North","Ling","Deliver","","20-Apr-21","26-May-21",2,"","",0.25," 240.00 ","Account"," 36 ",140," 35.00 "," 35.00 "," 240.00 "," 275.00 "," 275.00 ","Tue","Wed",550,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00650","Northwest","Burton","Assess","","20-Apr-21","31-May-21",2,"","",1.0," 641.77 ","C.O.D."," 41 ",140," 140.00 "," 140.00 "," 641.77 "," 781.77 "," 781.77 ","Tue","Mon",551,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00651","Southeast","Cartier","Replace","","20-Apr-21","29-Jun-21",1,"","",1.0," 89.45 ","C.O.D."," 70 ",80," 80.00 "," 80.00 "," 89.45 "," 169.45 "," 169.45 ","Tue","Tue",552,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00652","East","Ling","Deliver","","20-Apr-21","05-Jul-21",1,"","",0.25," 2.00 ","C.O.D."," 76 ",80," 20.00 "," 20.00 "," 2.00 "," 22.00 "," 22.00 ","Tue","Mon",553,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00653","South","Cartier","Assess","","21-Apr-21","04-May-21",1,"Yes","Yes",0.25," 248.09 ","Warranty"," 13 ",80," 20.00 "," -   "," -   "," 268.09 "," -   ","Wed","Tue",554,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00654","East","Ling","Assess","","21-Apr-21","05-May-21",2,"","",0.25," 180.00 ","Account"," 14 ",140," 35.00 "," 35.00 "," 180.00 "," 215.00 "," 215.00 ","Wed","Wed",555,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00655","Southeast","Khan","Deliver","","21-Apr-21","14-Jun-21",1,"","",0.25," 45.94 ","C.O.D."," 54 ",80," 20.00 "," 20.00 "," 45.94 "," 65.94 "," 65.94 ","Wed","Mon",556,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00656","Southeast","Burton","Assess","","21-Apr-21","17-Jun-21",2,"","Yes",0.25," 125.76 ","C.O.D."," 57 ",140," 35.00 "," 35.00 "," -   "," 160.76 "," 35.00 ","Wed","Thu",557,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00657","Southeast","Cartier","Assess","","21-Apr-21","05-Jul-21",2,"","",0.25," 92.44 ","C.O.D."," 75 ",140," 35.00 "," 35.00 "," 92.44 "," 127.44 "," 127.44 ","Wed","Mon",558,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00658","South","Burton","Replace","","21-Apr-21","05-Jul-21",2,"","",1.0," 183.54 ","Account"," 75 ",140," 140.00 "," 140.00 "," 183.54 "," 323.54 "," 323.54 ","Wed","Mon",559,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00659","South","Burton","Replace","","21-Apr-21","05-Jul-21",2,"","Yes",1.0," 244.72 ","C.O.D."," 75 ",140," 140.00 "," 140.00 "," -   "," 384.72 "," 140.00 ","Wed","Mon",560,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00660","South","Burton","Replace","","21-Apr-21","05-Jul-21",2,"","",1.0," 305.17 ","Account"," 75 ",140," 140.00 "," 140.00 "," 305.17 "," 445.17 "," 445.17 ","Wed","Mon",561,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00661","South","Burton","Assess","","21-Apr-21","05-Jul-21",2,"Yes","Yes",0.5," 747.11 ","Warranty"," 75 ",140," 70.00 "," -   "," -   "," 817.11 "," -   ","Wed","Mon",562,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00662","South","Burton","Install","","21-Apr-21","05-Jul-21",2,"","Yes",2.25," 1,499.39 ","C.O.D."," 75 ",140," 315.00 "," 315.00 "," -   "," 1,814.39 "," 315.00 ","Wed","Mon",563,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00663","South","Burton","Deliver","","21-Apr-21","06-Jul-21",1,"","Yes",0.25," 119.18 ","C.O.D."," 76 ",80," 20.00 "," 20.00 "," -   "," 139.18 "," 20.00 ","Wed","Tue",564,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00664","South","Burton","Install","","21-Apr-21","06-Jul-21",2,"","Yes",1.0," 248.73 ","C.O.D."," 76 ",140," 140.00 "," 140.00 "," -   "," 388.73 "," 140.00 ","Wed","Tue",565,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00665","South","Burton","Replace","","21-Apr-21","06-Jul-21",2,"Yes","Yes",1.75," 291.90 ","Warranty"," 76 ",140," 245.00 "," -   "," -   "," 536.90 "," -   ","Wed","Tue",566,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00666","South","Burton","Deliver","","21-Apr-21","06-Jul-21",2,"","Yes",0.25," 371.17 ","C.O.D."," 76 ",140," 35.00 "," 35.00 "," -   "," 406.17 "," 35.00 ","Wed","Tue",567,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00667","South","Burton","Replace","","21-Apr-21","06-Jul-21",2,"","Yes",0.75," 380.35 ","C.O.D."," 76 ",140," 105.00 "," 105.00 "," -   "," 485.35 "," 105.00 ","Wed","Tue",568,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00668","South","Burton","Repair","","21-Apr-21","06-Jul-21",2,"","Yes",1.0," 423.08 ","C.O.D."," 76 ",140," 140.00 "," 140.00 "," -   "," 563.08 "," 140.00 ","Wed","Tue",569,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00669","South","Burton","Install","","21-Apr-21","06-Jul-21",2,"","",1.75," 395.08 ","Account"," 76 ",140," 245.00 "," 245.00 "," 395.08 "," 640.08 "," 640.08 ","Wed","Tue",570,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00670","South","Burton","Assess","","21-Apr-21","06-Jul-21",2,"Yes","Yes",0.5," 442.19 ","Warranty"," 76 ",140," 70.00 "," -   "," -   "," 512.19 "," -   ","Wed","Tue",571,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00671","North","Khan","Assess","","21-Apr-21","12-Jul-21",2,"","",0.25," 54.00 ","P.O."," 82 ",140," 35.00 "," 35.00 "," 54.00 "," 89.00 "," 89.00 ","Wed","Mon",572,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00672","North","Khan","Replace","","21-Apr-21","12-Jul-21",2,"","",0.5," 61.99 ","C.O.D."," 82 ",140," 70.00 "," 70.00 "," 61.99 "," 131.99 "," 131.99 ","Wed","Mon",573,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00673","North","Ling","Deliver","","21-Apr-21","12-Jul-21",1,"","",0.25," 120.00 ","Account"," 82 ",80," 20.00 "," 20.00 "," 120.00 "," 140.00 "," 140.00 ","Wed","Mon",574,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00674","South","Burton","Replace","","21-Apr-21","12-Jul-21",2,"","",0.5," 122.36 ","Account"," 82 ",140," 70.00 "," 70.00 "," 122.36 "," 192.36 "," 192.36 ","Wed","Mon",575,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00675","South","Burton","Assess","","21-Apr-21","12-Jul-21",2,"","",0.5," 401.17 ","Account"," 82 ",140," 70.00 "," 70.00 "," 401.17 "," 471.17 "," 471.17 ","Wed","Mon",576,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00676","North","Khan","Install","","21-Apr-21","12-Jul-21",2,"","",1.0," 427.88 ","C.O.D."," 82 ",140," 140.00 "," 140.00 "," 427.88 "," 567.88 "," 567.88 ","Wed","Mon",577,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00677","East","Ling","Assess","Yes","21-Apr-21","13-Jul-21",1,"","",0.25," 85.32 ","Account"," 83 ",80," 20.00 "," 20.00 "," 85.32 "," 105.32 "," 105.32 ","Wed","Tue",578,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00678","West","Khan","Assess","","21-Apr-21","13-Jul-21",2,"","",0.5," 107.40 ","C.O.D."," 83 ",140," 70.00 "," 70.00 "," 107.40 "," 177.40 "," 177.40 ","Wed","Tue",579,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00679","South","Burton","Assess","","21-Apr-21","13-Jul-21",2,"","",0.25," 108.36 ","Account"," 83 ",140," 35.00 "," 35.00 "," 108.36 "," 143.36 "," 143.36 ","Wed","Tue",580,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00680","East","Ling","Deliver","","21-Apr-21","13-Jul-21",1,"","",0.25," 120.00 ","C.O.D."," 83 ",80," 20.00 "," 20.00 "," 120.00 "," 140.00 "," 140.00 ","Wed","Tue",581,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00681","South","Burton","Install","","21-Apr-21","13-Jul-21",2,"","",1.75," 416.85 ","Account"," 83 ",140," 245.00 "," 245.00 "," 416.85 "," 661.85 "," 661.85 ","Wed","Tue",582,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00682","South","Burton","Install","","21-Apr-21","13-Jul-21",2,"","",1.25," 449.04 ","Account"," 83 ",140," 175.00 "," 175.00 "," 449.04 "," 624.04 "," 624.04 ","Wed","Tue",583,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00683","North","Khan","Assess","","21-Apr-21","13-Jul-21",2,"","",1.0," 463.71 ","C.O.D."," 83 ",140," 140.00 "," 140.00 "," 463.71 "," 603.71 "," 603.71 ","Wed","Tue",584,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00684","South","Burton","Install","","21-Apr-21","13-Jul-21",2,"","",1.25," 488.43 ","Account"," 83 ",140," 175.00 "," 175.00 "," 488.43 "," 663.43 "," 663.43 ","Wed","Tue",585,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00685","Central","Burton","Assess","","22-Apr-21","14-May-21",1,"","",1.0," 65.95 ","C.O.D."," 22 ",80," 80.00 "," 80.00 "," 65.95 "," 145.95 "," 145.95 ","Thu","Fri",586,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00686","North","Ling","Deliver","","22-Apr-21","15-May-21",1,"","",0.25," 109.23 ","Account"," 23 ",80," 20.00 "," 20.00 "," 109.23 "," 129.23 "," 129.23 ","Thu","Sat",587,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00687","North","Ling","Assess","","22-Apr-21","25-May-21",2,"","",0.5," 86.00 ","C.O.D."," 33 ",140," 70.00 "," 70.00 "," 86.00 "," 156.00 "," 156.00 ","Thu","Tue",588,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00688","Southeast","Cartier","Deliver","","22-Apr-21","03-Jul-21",1,"","",0.25," 142.91 ","C.O.D."," 72 ",80," 20.00 "," 20.00 "," 142.91 "," 162.91 "," 162.91 ","Thu","Sat",589,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00689","North","Ling","Assess","","23-Apr-21","11-May-21",2,"","",0.25," 82.98 ","Account"," 18 ",140," 35.00 "," 35.00 "," 82.98 "," 117.98 "," 117.98 ","Fri","Tue",590,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00690","Southeast","Cartier","Deliver","","23-Apr-21","29-May-21",1,"","",0.25," 120.00 ","C.O.D."," 36 ",80," 20.00 "," 20.00 "," 120.00 "," 140.00 "," 140.00 ","Fri","Sat",591,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00691","North","Ling","Assess","","23-Apr-21","01-Jun-21",2,"","",0.25," 120.00 ","Account"," 39 ",140," 35.00 "," 35.00 "," 120.00 "," 155.00 "," 155.00 ","Fri","Tue",592,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00692","North","Ling","Install","","23-Apr-21","",2,"","",""," 356.24 ","C.O.D.","  ",140," -   "," -   "," 356.24 "," 356.24 "," 356.24 ","Fri","Sat",593,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00693","East","Ling","Replace","","24-Apr-21","11-May-21",2,"","",0.75," 200.00 ","Account"," 17 ",140," 105.00 "," 105.00 "," 200.00 "," 305.00 "," 305.00 ","Sat","Tue",594,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00694","Southeast","Cartier","Assess","","26-Apr-21","05-May-21",1,"","",0.5," 180.00 ","Account"," 9 ",80," 40.00 "," 40.00 "," 180.00 "," 220.00 "," 220.00 ","Mon","Wed",595,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00695","South","Lopez","Deliver","","26-Apr-21","06-May-21",1,"","",0.25," 41.36 ","Account"," 10 ",80," 20.00 "," 20.00 "," 41.36 "," 61.36 "," 61.36 ","Mon","Thu",596,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00696","Central","Cartier","Deliver","","26-Apr-21","07-May-21",2,"","",0.25," 667.79 ","Account"," 11 ",140," 35.00 "," 35.00 "," 667.79 "," 702.79 "," 702.79 ","Mon","Fri",597,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00697","South","Burton","Assess","","26-Apr-21","12-May-21",1,"","",0.25," 36.74 ","C.O.D."," 16 ",80," 20.00 "," 20.00 "," 36.74 "," 56.74 "," 56.74 ","Mon","Wed",598,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
"A00698","Northwest","Cartier","Deliver","","26-Apr-21","12-May-21",1,"","",0.25," 91.29 ","C.O.D."," 16 ",80," 20.00 "," 20.00 "," 91.29 "," 111.29 "," 111.29 ","Mon","Wed",599,"work_orders_sample_1667864342.csv","2022-07-11 23:39:02"
