"Policy","Expiry","Location","State","Region","InsuredValue","Construction","BusinessType","Earthquake","Flood","ROW_NUMBER","FILE_NAME","FILE_DATE"
100237,"2021-11-13","Urban","OH","Central",1202090,"Frame","Organization","N","N",362,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100238,"2021-11-13","Urban","NJ","East",3062000,"Frame","Apartment","Y","Y",363,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100986,"2021-11-13","Urban","NY","East",2815900,"Metal Clad","Manufacturing","N","N",364,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100987,"2021-11-13","Urban","ME","Northeast",790000,"Masonry","Apartment","N","N",365,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100988,"2021-11-13","Urban","NJ","East",1975000,"Fire Resist","Hospitality","Y","Y",366,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100260,"2021-11-14","Urban","WI","Midwest",2070000,"Masonry","Apartment","N","N",367,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100302,"2021-11-14","Urban","NY","East",847300,"Frame","Apartment","Y","Y",368,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100274,"2021-11-15","Urban","NY","East",2029750,"Frame","Apartment","N","N",369,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100209,"2021-11-16","Rural","NY","East",2636313,"Frame","Farming","N","N",370,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100991,"2021-11-16","Urban","NY","East",2080000,"Masonry","Hospitality","Y","Y",371,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100992,"2021-11-16","Urban","NJ","East",205000,"Fire Resist","Retail","Y","Y",372,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100993,"2021-11-16","Urban","NJ","East",1936200,"Frame","Farming","N","N",373,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100994,"2021-11-17","Urban","WI","Midwest",1403100,"Frame","Medical","N","N",374,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100259,"2021-11-18","Urban","MI","Central",315000,"Frame","Apartment","N","N",375,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100273,"2021-11-19","Urban","NY","East",2000000,"Masonry","Apartment","Y","Y",376,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100996,"2021-11-19","Urban","NY","East",9900000,"Frame","Apartment","Y","Y",377,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100998,"2021-11-19","Urban","MI","Central",3255300,"Frame","Hospitality","N","N",378,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100999,"2021-11-19","Rural","NY","East",4477175,"Frame","Farming","Y","N",379,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101000,"2021-11-19","Urban","NY","East",2395000,"Frame","Hospitality","N","Y",380,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100257,"2021-11-20","Urban","NY","East",5550000,"Fire Resist","Apartment","Y","Y",381,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100258,"2021-11-21","Urban","NY","East",1922800,"Metal Clad","Office Bldg","Y","Y",382,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101003,"2021-11-21","Urban","NJ","East",3028850,"Frame","Farming","Y","N",383,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101005,"2021-11-21","Rural","NY","East",10811785,"Metal Clad","Retail","N","N",384,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100208,"2021-11-22","Urban","NY","East",30000,"Fire Resist","Service","Y","Y",385,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101008,"2021-11-22","Urban","NY","East",15700000,"Frame","Office Bldg","Y","Y",386,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101009,"2021-11-22","Urban","WI","Midwest",5503255,"Masonry","Office Bldg","N","N",387,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100307,"2021-11-23","Urban","WI","Midwest",5015000,"Masonry","Manufacturing","N","N",388,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101011,"2021-11-23","Urban","MI","Central",601000,"Frame","Other","N","N",389,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101012,"2021-11-24","Urban","NJ","East",1563500,"Frame","Retail","Y","Y",390,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100271,"2021-11-25","Rural","NY","East",10979275,"Frame","Farming","N","N",391,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100301,"2021-11-25","Urban","NY","East",6198000,"Frame","Office Bldg","Y","Y",392,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101016,"2021-11-25","Urban","WI","Midwest",504000,"Frame","Apartment","N","N",393,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101019,"2021-11-26","Urban","WI","Midwest",2211300,"Masonry","Service","Y","Y",394,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100336,"2021-11-27","Rural","VT","Northeast",6000902,"Frame","Farming","Y","Y",395,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101023,"2021-11-27","Urban","NY","East",660473,"Frame","Apartment","N","N",396,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101024,"2021-11-27","Urban","NJ","East",4978985,"Frame","Farming","Y","N",397,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100206,"2021-11-28","Urban","NY","East",5213100,"Frame","Apartment","Y","Y",398,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100286,"2021-11-28","Rural","NY","East",2336132,"Metal Clad","Farming","N","N",399,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100324,"2021-11-28","Urban","NJ","East",6253000,"Frame","Apartment","Y","Y",400,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100334,"2021-11-28","Urban","NY","East",1500000,"Fire Resist","Hospitality","Y","Y",401,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100335,"2021-11-28","Rural","WI","Midwest",2984500,"Metal Clad","Farming","N","N",402,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101025,"2021-11-28","Urban","WI","Midwest",2502600,"Masonry","Apartment","Y","Y",403,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101029,"2021-11-28","Urban","NY","East",8115500,"Fire Resist","Apartment","Y","Y",404,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101031,"2021-11-29","Rural","NY","East",2162291,"Frame","Farming","N","N",405,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100205,"2021-11-30","Rural","WI","Midwest",4064995,"Masonry","Farming","N","N",406,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100222,"2021-11-30","Rural","NY","East",3295800,"Frame","Farming","N","N",407,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101034,"2021-11-30","Urban","NY","East",9710700,"Frame","Apartment","Y","Y",408,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100221,"2021-12-01","Urban","NY","East",2350000,"Masonry","Apartment","Y","Y",409,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100246,"2021-12-01","Urban","NJ","East",1807440,"Frame","Organization","Y","Y",410,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100298,"2021-12-01","Urban","WI","Midwest",3175400,"Masonry","Office Bldg","Y","Y",411,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101035,"2021-12-01","Urban","WI","Midwest",3741300,"Fire Resist","Apartment","Y","Y",412,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100333,"2021-12-02","Rural","NY","East",2806200,"Frame","Farming","N","N",413,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101036,"2021-12-02","Urban","VT","Northeast",6169400,"Frame","Apartment","Y","Y",414,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101037,"2021-12-02","Urban","NY","East",2325718,"Metal Clad","Manufacturing","N","N",415,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101039,"2021-12-03","Urban","NY","East",245000,"Frame","Service","N","N",416,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101042,"2021-12-03","Urban","WI","Midwest",4201800,"Frame","Farming","N","N",417,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101043,"2021-12-04","Rural","WI","Midwest",2820265,"Frame","Farming","N","N",418,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101044,"2021-12-04","Urban","NY","East",12220000,"Frame","Office Bldg","Y","Y",419,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100219,"2021-12-05","Urban","NY","East",1144300,"Frame","Apartment","Y","Y",420,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100220,"2021-12-05","Urban","NY","East",4530000,"Frame","Apartment","Y","Y",421,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100235,"2021-12-05","Urban","ME","Northeast",552300,"Frame","Apartment","N","N",422,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100300,"2021-12-05","Urban","NY","East",2000300,"Masonry","Office Bldg","N","N",423,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101046,"2021-12-05","Urban","NJ","East",3990000,"Frame","Apartment","Y","Y",424,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100366,"2021-12-07","Urban","NJ","East",5850000,"Frame","Apartment","Y","Y",425,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101052,"2021-12-07","Urban","NJ","East",6250000,"Frame","Apartment","Y","Y",426,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101053,"2021-12-07","Urban","NH","Northeast",1327600,"Frame","Apartment","N","N",427,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101054,"2021-12-07","Urban","NY","East",1510000,"Masonry","Hospitality","N","N",428,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100234,"2021-12-08","Urban","NY","East",3871000,"Frame","Apartment","Y","Y",429,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100269,"2021-12-09","Urban","NY","East",513300,"Frame","Apartment","N","N",430,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100317,"2021-12-09","Rural","NY","East",2943800,"Frame","Farming","N","N",431,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100318,"2021-12-09","Urban","WI","Midwest",3952500,"Masonry","Manufacturing","Y","Y",432,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100319,"2021-12-09","Urban","NY","East",8923000,"Frame","Apartment","Y","Y",433,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101058,"2021-12-09","Urban","WI","Midwest",2900000,"Fire Resist","Apartment","Y","Y",434,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101061,"2021-12-09","Urban","NY","East",6450000,"Frame","Office Bldg","Y","Y",435,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100365,"2021-12-10","Urban","NY","East",4479400,"Frame","Apartment","N","N",436,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100374,"2021-12-11","Urban","WI","Midwest",2030600,"Frame","Farming","N","N",437,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101066,"2021-12-11","Rural","NY","East",2013357,"Frame","Farming","N","N",438,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101067,"2021-12-11","Rural","NY","East",4017155,"Frame","Farming","N","N",439,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101068,"2021-12-11","Urban","NY","East",11650000,"Frame","Office Bldg","Y","Y",440,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100244,"2021-12-12","Urban","NY","East",9250000,"Frame","Apartment","Y","Y",441,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101069,"2021-12-12","Rural","VT","Northeast",2198800,"Frame","Farming","N","N",442,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101070,"2021-12-12","Rural","NY","East",3553009,"Frame","Farming","N","N",443,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101071,"2021-12-12","Urban","WI","Midwest",1063100,"Masonry","Apartment","Y","Y",444,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101073,"2021-12-13","Urban","NY","East",2854500,"Masonry","Apartment","Y","Y",445,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101074,"2021-12-13","Urban","NJ","East",3356200,"Masonry","Construction","Y","Y",446,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100364,"2021-12-14","Rural","NY","East",1882600,"Frame","Farming","N","N",447,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101075,"2021-12-14","Rural","NY","East",2393232,"Frame","Farming","N","N",448,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101076,"2021-12-14","Urban","NY","East",14678200,"Frame","Office Bldg","Y","Y",449,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100218,"2021-12-17","Rural","NY","East",5017360,"Frame","Farming","N","N",450,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101083,"2021-12-18","Urban","NY","East",2625000,"Frame","Apartment","Y","Y",451,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101088,"2021-12-19","Urban","NY","East",285700,"Frame","Office Bldg","N","N",452,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101089,"2021-12-19","Urban","NY","East",275000,"Fire Resist","Retail","Y","N",453,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101090,"2021-12-19","Urban","NY","East",10396250,"Frame","Office Bldg","Y","Y",454,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101091,"2021-12-19","Urban","NY","East",27208210,"Fire Resist","Apartment","Y","Y",455,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101092,"2021-12-19","Urban","WI","Midwest",1740000,"Masonry","Office Bldg","N","N",456,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101093,"2021-12-19","Rural","WI","Midwest",2464755,"Metal Clad","Farming","N","N",457,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100347,"2021-12-20","Urban","NY","East",535000,"Frame","Office Bldg","N","N",458,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101094,"2021-12-20","Urban","NJ","East",2837500,"Frame","Manufacturing","Y","Y",459,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100204,"2021-12-21","Urban","WI","Midwest",1400000,"Masonry","Organization","N","N",460,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100344,"2021-12-21","Urban","WI","Midwest",1711268,"Frame","Manufacturing","N","N",461,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100346,"2021-12-21","Urban","NY","East",1780000,"Masonry","Hospitality","Y","Y",462,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100391,"2021-12-21","Urban","NY","East",10746600,"Frame","Apartment","Y","Y",463,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101096,"2021-12-21","Urban","NY","East",645000,"Fire Resist","Retail","N","N",464,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100203,"2021-12-22","Rural","NY","East",3724339,"Frame","Farming","N","N",465,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100231,"2021-12-22","Urban","NY","East",12493000,"Frame","Apartment","Y","Y",466,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101098,"2021-12-22","Urban","WI","Midwest",539040,"Frame","Retail","N","N",467,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101100,"2021-12-22","Urban","NY","East",2159000,"Frame","Retail","N","N",468,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100202,"2021-12-23","Urban","NJ","East",3750000,"Frame","Apartment","Y","Y",469,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100217,"2021-12-23","Rural","NY","East",100000,"Metal Clad","Farming","N","N",470,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101102,"2021-12-23","Rural","NY","East",1121600,"Metal Clad","Farming","N","N",471,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100305,"2021-12-24","Urban","NY","East",9000000,"Fire Resist","Apartment","Y","Y",472,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101104,"2021-12-24","Urban","NY","East",292200,"Frame","Apartment","Y","Y",473,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101105,"2021-12-24","Urban","NH","Northeast",345000,"Metal Clad","Retail","N","N",474,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100201,"2021-12-25","Urban","NY","East",11575700,"Frame","Apartment","Y","Y",475,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100230,"2021-12-25","Urban","OH","Central",608500,"Frame","Apartment","N","N",476,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100295,"2021-12-25","Urban","NJ","East",5114500,"Frame","Office Bldg","Y","Y",477,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100360,"2021-12-25","Urban","WI","Midwest",4822450,"Masonry","Office Bldg","Y","Y",478,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100361,"2021-12-25","Urban","NY","East",1125600,"Masonry","Apartment","N","N",479,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101107,"2021-12-25","Urban","NY","East",9377600,"Frame","Apartment","Y","Y",480,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101109,"2021-12-25","Rural","NY","East",3920500,"Frame","Farming","N","N",481,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100229,"2021-12-26","Urban","NH","Northeast",626000,"Masonry","Office Bldg","N","N",482,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100282,"2021-12-26","Rural","WI","Midwest",4132600,"Frame","Farming","N","N",483,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101111,"2021-12-26","Rural","NY","East",6235057,"Frame","Farming","N","N",484,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100400,"2021-12-27","Rural","VT","Northeast",1960000,"Frame","Farming","N","N",485,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101113,"2021-12-27","Rural","NY","East",2500000,"Metal Clad","Farming","N","N",486,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101114,"2021-12-27","Urban","IL","Midwest",3883300,"Metal Clad","Farming","N","N",487,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100200,"2021-12-28","Urban","NY","East",1425000,"Masonry","Apartment","N","N",488,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100330,"2021-12-28","Urban","NY","East",1545100,"Frame","Office Bldg","Y","Y",489,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101115,"2021-12-28","Urban","WI","Midwest",1665100,"Frame","Apartment","N","N",490,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101116,"2021-12-29","Urban","NY","East",8245000,"Frame","Apartment","Y","Y",491,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100216,"2021-12-30","Urban","NJ","East",2432600,"Frame","Retail","Y","Y",492,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
100389,"2021-12-30","Urban","NY","East",1480000,"Fire Resist","Hospitality","Y","Y",493,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101117,"2021-12-30","Urban","NY","East",9050000,"Frame","Apartment","Y","Y",494,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101120,"2021-12-30","Rural","NY","East",1480755,"Frame","Farming","N","N",495,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101121,"2021-12-31","Urban","VT","Northeast",4101750,"Fire Resist","Office Bldg","Y","Y",496,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101122,"2021-12-31","Urban","OH","Central",1739100,"Frame","Apartment","N","N",497,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101123,"2021-12-31","Urban","NY","East",2250000,"Frame","Office Bldg","Y","Y",498,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101125,"2021-12-31","Urban","NY","East",16482200,"Frame","Office Bldg","Y","Y",499,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
101126,"2021-12-31","Urban","WI","Midwest",1776800,"Frame","Farming","N","N",500,"insurance_data_sample_1667864342.xlsx","2022-07-11 23:39:02"
